CAMIS,Image
41685527,Contamination
50050304,Contamination
50111795,Rats
50110180,Rats
40391272,Flies
50098354,Flies
50016101,Rats
50115144,Sanitation
50014517,Contamination
41689833,Sanitation
41687715,Quality
50096983,Temperature
50045777,Temperature
50119199,Temperature
41646934,Roach
50034542,Rats
40987257,Rats
41314548,Contamination
40548730,Contamination
50044041,Quality
50010284,Temperature
41640282,Flies
50088348,Contamination
50048152,Rats
50105444,Rats
41322345,Contamination
50119924,Quality
50071307,Quality
50110715,Temperature
41704644,Rats
40652017,Temperature
50086657,Contamination
41456771,Contamination
50000641,Rats
50010054,Contamination
50105989,Quality
41357129,Contamination
40936721,Contamination
50093238,Others
41580321,Roach
50065192,Temperature
50101800,Contamination
41719922,Contamination
50084763,Rats
50065563,Sanitation
50106250,Contamination
50058447,Contamination
50090256,Temperature
40397574,Contamination
40720393,Contamination
50096541,Rats
40610087,Contamination
50042362,Rats
40936363,Contamination
50078464,Contamination
50088997,Rats
50070785,Contamination
50083522,Contamination
50012298,Sanitation
50127231,Rats
41495492,Contamination
41501088,Rats
50107174,Contamination
41493787,Contamination
50110856,Rats
41125878,Rats
41227684,Temperature
41294953,Flies
50099767,Sanitation
41396855,Flies
50102771,Sanitation
50085724,Rats
41444147,Sanitation
50002691,Temperature
50096074,Contamination
41575411,Flies
41605850,Temperature
41476400,Contamination
50068980,Roach
50072405,Contamination
50102852,Contamination
40612120,Contamination
50105070,Temperature
50075049,Contamination
50118368,Rats
50115769,Quality
50094077,Contamination
50091489,Rats
50103429,Rats
41298603,Contamination
50106105,Contamination
41276651,Contamination
41672397,Contamination
50065012,Contamination
50094286,Contamination
50098950,Contamination
50008585,Contamination
50086856,Contamination
50064927,Contamination
50076844,Rats
41653831,Sanitation
41404362,Rats
50032832,Contamination
50096039,Contamination
50013062,Rats
50115610,Contamination
50118421,Contamination
50089144,Temperature
41271954,Contamination
50044824,Rats
50125863,Flies
50077812,Contamination
50005104,Contamination
50095275,Rats
41096100,Contamination
41439796,Rats
50124197,Sanitation
41551299,Temperature
50047407,Flies
50063953,Quality
50095592,Contamination
50093238,Contamination
41691907,Contamination
50128085,Sanitation
50047108,Temperature
50002271,Rats
50107559,Contamination
50105364,Flies
50075962,Rats
41016441,Rats
41694156,Contamination
50038113,Contamination
41202349,Contamination
41589349,Contamination
50105755,Rats
41355257,Contamination
50106382,Temperature
40883740,Contamination
50063629,Contamination
41717628,Temperature
50119451,Temperature
50003708,Rats
50080616,Contamination
40566621,Contamination
50012694,Flies
50047407,Contamination
50085453,Rats
41603622,Rats
50053935,Contamination
40930657,Sanitation
50107899,Contamination
50060864,Rats
50097393,Temperature
50000973,Contamination
41382811,Quality
50071842,Contamination
40949516,Rats
50073821,Contamination
50045335,Contamination
41644353,Contamination
50119229,Contamination
41456579,Contamination
50103403,Contamination
50100560,Rats
50116787,Rats
50038475,Rats
50111769,Quality
50059292,Temperature
50044951,Rats
50085148,Contamination
50063201,Contamination
50095524,Contamination
41548756,Flies
50035092,Temperature
50105901,Contamination
41262493,Contamination
50122599,Roach
50044894,Temperature
50104808,Others
41148810,Contamination
50096294,Rats
40846125,Temperature
41655200,Temperature
40392766,Contamination
50082980,Contamination
50077566,Contamination
50072229,Roach
50102068,Others
50094131,Contamination
41710310,Contamination
50081388,Roach
50040292,Sanitation
50046865,Contamination
40904478,Contamination
50088440,Temperature
50075330,Rats
50086356,Contamination
40945325,Rats
50017154,Temperature
50057389,Rats
40424437,Rats
40890186,Contamination
50033435,Temperature
50048523,Contamination
50071524,Roach
50047519,Rats
50007628,Contamination
41377474,Rats
40601159,Rats
40945916,Contamination
41196158,Rats
41337043,Contamination
50109796,Contamination
50095140,Roach
50070471,Contamination
50017814,Rats
50047794,Rats
50110252,Temperature
50035038,Temperature
40388935,Rats
50111537,Contamination
50085351,Temperature
50015395,Contamination
50076290,Temperature
50103793,Temperature
50109598,Contamination
50050015,Contamination
50082449,Contamination
40510827,Contamination
50000689,Contamination
41627202,Rats
50066651,Rats
50045630,Contamination
50046026,Contamination
50071561,Flies
50055888,Sanitation
50082239,Contamination
40861252,Others
50044207,Roach
50107309,Flies
41030615,Temperature
40376495,Contamination
50087427,Rats
41688658,Contamination
41698410,Rats
50086011,Rats
41595904,Contamination
41658103,Rats
50087103,Rats
50045240,Contamination
41620333,Rats
50112163,Quality
50004065,Rats
50085185,Temperature
50128133,Contamination
50074402,Sanitation
41290213,Contamination
50071607,Sanitation
40760809,Contamination
41690816,Sanitation
41591999,Temperature
41236580,Others
41405368,Flies
40999185,Contamination
50093727,Rats
50092359,Temperature
50100671,Contamination
40971149,Temperature
50079002,Contamination
50076972,Contamination
50072020,Temperature
50032652,Contamination
40510827,Contamination
41192474,Contamination
50046273,Contamination
41302151,Contamination
50106303,Sanitation
40645418,Contamination
50019097,Sanitation
50067686,Rats
50098079,Contamination
41231634,Contamination
50067958,Rats
50103148,Temperature
50018573,Rats
50097324,Contamination
50090957,Quality
50013555,Contamination
50044246,Contamination
40842393,Flies
50102673,Temperature
50000904,Contamination
50102138,Roach
50124112,Contamination
50034055,Rats
50088270,Rats
41720066,Temperature
41713701,Sanitation
50106008,Contamination
50066286,Contamination
50033212,Contamination
50098387,Flies
50100405,Contamination
41074013,Temperature
50050182,Flies
50078731,Contamination
50006614,Contamination
41710647,Contamination
50109618,Contamination
41303290,Contamination
41250025,Contamination
41558716,Rats
40366661,Rats
41672278,Temperature
41710693,Contamination
50069127,Roach
50093311,Rats
50056923,Contamination
41598995,Quality
50034724,Rats
50099007,Contamination
41218916,Contamination
50006230,Rats
50105098,Contamination
41135075,Roach
50039747,Contamination
41058228,Temperature
41456579,Contamination
50053352,Rats
50044828,Temperature
50047152,Temperature
41632272,Rats
50039082,Contamination
41350893,Contamination
50014802,Contamination
50071458,Contamination
41368569,Contamination
50001632,Contamination
41578284,Flies
50121449,Contamination
50096003,Rats
50107299,Contamination
50015893,Contamination
40964289,Sanitation
41367337,Contamination
50012178,Contamination
40400686,Contamination
41369777,Rats
50107906,Roach
50086688,Sanitation
50099117,Quality
50009228,Contamination
50041026,Contamination
41405007,Contamination
50060296,Rats
50094531,Contamination
50084337,Contamination
50001443,Contamination
50040937,Sanitation
50050456,Temperature
41277564,Contamination
41368569,Rats
50035492,Temperature
50108603,Contamination
50093885,Rats
40366109,Sanitation
50085068,Rats
50074726,Temperature
41284245,Temperature
50084463,Quality
41565555,Contamination
50091965,Rats
41189848,Rats
41086770,Contamination
50121434,Contamination
50117299,Contamination
40395516,Rats
41326368,Sanitation
41583426,Flies
50000616,Contamination
41271290,Contamination
50090209,Rats
50079610,Rats
50110305,Quality
50115444,Others
41634515,Roach
50060455,Contamination
50015564,Contamination
50108884,Temperature
41639167,Contamination
41619654,Flies
41417952,Flies
50073523,Temperature
50066247,Contamination
40391339,Contamination
50065191,Contamination
50040002,Contamination
50034050,Contamination
50076485,Temperature
50047362,Rats
50102250,Contamination
41086843,Contamination
50011700,Contamination
41343933,Quality
50095684,Rats
50079684,Rats
50036413,Sanitation
50049678,Contamination
40720599,Others
50086418,Contamination
50046685,Quality
40389701,Temperature
50102558,Contamination
50087732,Contamination
41350902,Contamination
50108982,Temperature
41424557,Flies
50056626,Temperature
50050701,Contamination
40400198,Temperature
50009989,Contamination
50108684,Rats
41395526,Contamination
41656934,Contamination
50119088,Contamination
50097592,Rats
50122824,Contamination
50053703,Quality
41626109,Contamination
41462643,Sanitation
50075330,Rats
40704155,Temperature
40874688,Contamination
50072950,Contamination
41531279,Contamination
50078286,Rats
40387399,Contamination
40366742,Contamination
50103814,Contamination
50047966,Contamination
50108095,Rats
50115257,Rats
50003475,Sanitation
41555424,Roach
50055557,Sanitation
50106176,Temperature
50086248,Flies
41305402,Rats
50077890,Contamination
50087900,Rats
50010165,Contamination
50011694,Temperature
50058995,Sanitation
50108863,Contamination
40385161,Rats
50119653,Temperature
41086217,Flies
50045841,Contamination
50105779,Sanitation
50114956,Contamination
50094508,Temperature
50105114,Contamination
50052278,Temperature
50102339,Contamination
41480442,Sanitation
50097733,Temperature
50007352,Temperature
50101329,Contamination
50071439,Contamination
50001192,Roach
50087656,Flies
50103154,Contamination
50003494,Contamination
50038346,Contamination
50040389,Temperature
40391639,Flies
50087061,Contamination
50111220,Roach
50036814,Contamination
50109756,Contamination
50052244,Contamination
41613938,Contamination
50013794,Rats
50042803,Contamination
50086397,Sanitation
50114096,Contamination
41320931,Contamination
50066929,Contamination
50070624,Contamination
50047518,Sanitation
41395978,Contamination
50057202,Contamination
50058511,Contamination
50072390,Contamination
50012381,Contamination
50078715,Rats
50120453,Quality
50081955,Sanitation
50105565,Contamination
50043733,Temperature
50044967,Contamination
50009868,Contamination
40404017,Sanitation
50114226,Sanitation
41581429,Contamination
50104083,Contamination
50088840,Contamination
40547874,Sanitation
50034874,Contamination
50096000,Contamination
50107415,Contamination
41406255,Rats
50101714,Contamination
50107975,Rats
50038063,Roach
50048297,Contamination
50098572,Flies
41236269,Contamination
50108617,Sanitation
50098705,Flies
50012107,Contamination
50068646,Rats
50067332,Temperature
50005547,Contamination
41416092,Contamination
40837666,Contamination
40741534,Rats
50112862,Sanitation
40369849,Sanitation
41620333,Rats
40398700,Rats
40952129,Contamination
50101560,Sanitation
50085607,Rats
41081535,Rats
50088180,Rats
50062740,Contamination
50118251,Contamination
50090290,Temperature
50044289,Temperature
50012784,Contamination
50079892,Quality
41663033,Temperature
50114831,Sanitation
41713515,Contamination
41636405,Rats
50068749,Temperature
41643867,Temperature
50060885,Flies
41139255,Rats
50016967,Contamination
50008709,Rats
50038120,Contamination
41463446,Sanitation
50103873,Contamination
41562854,Contamination
41456844,Contamination
41419101,Quality
40861669,Contamination
50074520,Contamination
41627325,Rats
50097123,Contamination
40515597,Sanitation
50072853,Others
41366281,Flies
50078793,Contamination
50036537,Contamination
50065831,Flies
50072786,Contamination
50051365,Contamination
41346539,Contamination
50063792,Rats
40825993,Rats
40881627,Contamination
50071307,Temperature
50093996,Contamination
41139783,Rats
50118455,Flies
50105869,Contamination
41026496,Temperature
50070808,Rats
40659854,Quality
41627133,Contamination
50056971,Contamination
50115373,Contamination
41567772,Sanitation
50079752,Contamination
50095632,Flies
50006206,Roach
40965997,Rats
50089515,Rats
50013019,Contamination
50103178,Rats
50046232,Contamination
50129050,Rats
50037538,Contamination
41381335,Rats
50099423,Contamination
50041875,Contamination
50095998,Contamination
41337501,Rats
50111148,Contamination
41342422,Rats
41541736,Rats
50013454,Contamination
50059949,Contamination
41374456,Rats
50098245,Temperature
50124771,Contamination
50071005,Contamination
50062666,Contamination
50066469,Flies
50013521,Contamination
50107205,Sanitation
50064285,Temperature
50072375,Rats
41286149,Rats
50102159,Contamination
41043971,Temperature
50090075,Contamination
50081051,Contamination
41077631,Temperature
40622348,Contamination
50108261,Rats
50080117,Contamination
50071986,Contamination
50095619,Temperature
50118249,Temperature
41202176,Rats
41233787,Contamination
50057262,Contamination
50083894,Sanitation
40846477,Contamination
40394600,Contamination
50115041,Contamination
50076463,Rats
50060858,Temperature
50009143,Rats
41547909,Rats
50003918,Contamination
50002612,Rats
50046117,Rats
41249550,Contamination
50063468,Contamination
40401247,Quality
50053557,Contamination
50090194,Contamination
50106749,Rats
50066286,Contamination
50083583,Rats
50039585,Contamination
41651801,Contamination
41142173,Contamination
50012283,Rats
50061387,Rats
41462275,Contamination
50002504,Contamination
50072533,Contamination
50043393,Contamination
50014473,Contamination
50076996,Rats
50093943,Contamination
41390152,Contamination
50082220,Sanitation
